,vineyard_area,area_harvested,tonnes_grapes_harvested,water_used,total_tractor_passes,total_vineyard_fuel,total_vineyard_electricity,total_irrigation_area,synthetic_nitrogen_applied,organic_nitrogen_applied,synthetic_fertiliser_applied,organic_fertiliser_applied,area_not_harvested,total_irrigation_electricity,total_irrigation_fuel,vineyard_area_white_grapes,vineyard_area_red_grapes,river_water,groundwater,surface_water_dam,recycled_water_from_other_source,mains_water,other_water,water_applied_for_frost_control,bare_soil,annual_cover_crop,permanent_cover_crop_native,permanent_cover_crop_non_native,permanent_cover_crop_volunteer_sward,irrigation_energy_diesel,irrigation_energy_electricity,irrigation_energy_pressure,irrigation_energy_solar,irrigation_type_dripper,irrigation_type_flood,irrigation_type_non_irrigated,irrigation_type_overhead_sprinkler,irrigation_type_undervine_sprinkler,diesel_vineyard,electricity_vineyard,petrol_vineyard,vineyard_solar,vineyard_wind,lpg_vineyard,biodiesel_vineyard,nh_disease,nh_frost,nh_new_development,nh_non_sale,off_farm_income,highest_per_tonne,lowest_per_tonne,average_per_tonne,total_grape_revenue,total_operating_costs,cost_of_debt_servicing,gross_margin,operating_cost_per_ha,operating_cost_per_t,profit,prev_avg,total_fertiliser,data_year_id,giregion,fertilizer_s1,fertilizer_s2,fertilizer_s3,fertilizer_s4,fertilizer_s5,fertilizer_o1,fertilizer_o2,fertilizer_o3,fertilizer_o4,fertilizer_o5,grade,member_id,slashing_number_of_times_passes_per_year,fungicide_spraying_number_of_times_passes_per_year,herbicide_spraying_number_of_times_passes_per_year,insecticide_spraying_number_of_times_passes_per_year,profitable,year_order,elev_Median,elev_Max,elev_Min ‡,elev_Range,rainfall_mean,temperature_mean,extreme_cold,extreme_heat,aridity
865,400.0,100.0,783.85,590.0,0.0,50995.0,0.0,400.0,0.0,0.0,0.0,0.0,300.0,340.0,60.0,0.0,400.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,60.0,340.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,49500.0,0.0,1495.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Wrattonbully,0,0,0,0,0,0,0,0,0,0,C,140,0,0,0,0,,5,89.0,145.0,41.0,104.0,229.0,17.5,5.2,18.3,0.38
866,650.0,650.0,5697.0,785.0,0.0,103293.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,590.0,60.0,20.0,630.0,0.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,60.0,590.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,101243.0,0.0,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Wrattonbully,0,0,0,0,0,0,0,0,0,0,C,140,0,0,0,0,,6,89.0,145.0,41.0,104.0,229.0,17.5,5.2,18.3,0.38
867,1589.0,1589.0,8482.0,2106.0,0.0,179655.0,707405.0,2498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1586.0,0.0,0.0,0.0,0.0,1325.0,0.0,16.0,1157.0,0.0,176125.0,707405.0,3530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Coonawarra,0,0,0,0,0,0,0,0,0,0,,141,0,0,0,0,,0,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
868,1685.0,1685.0,5640.0,2243.0,0.0,276549.0,548968.0,2498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1586.0,0.0,0.0,0.0,0.0,1325.0,0.0,16.0,1157.0,0.0,266201.0,548968.0,10348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Coonawarra,0,0,0,0,0,0,0,0,0,0,,141,0,0,0,0,,1,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
869,1572.0,1572.0,6978.0,3020.0,0.0,259609.0,0.0,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1569.0,0.0,0.0,0.0,0.0,1325.0,0.0,16.0,231.0,0.0,257098.0,0.0,2511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Coonawarra,Diammonium phosphate,0,0,0,0,0,0,0,0,0,,141,0,0,0,0,,2,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
870,1636.0,1636.0,9375.0,2857.0,0.0,246306.9,0.0,1636.0,0.0,0.0,0.0,0.0,0.0,1347.25,201.0,148.0,1488.0,0.0,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1633.0,0.0,201.0,1347.25,0.0,0.0,1405.0,0.0,0.0,231.0,0.0,243720.0,0.0,2586.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,141,0,0,0,0,,3,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
871,1623.0,1447.66,11662.96,2028.0,0.0,251105.12,0.0,1623.0,15707.0,0.0,50.0,0.0,175.34,284.63,139.72,143.0,1480.0,0.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1620.0,0.0,139.72,284.63,0.0,0.0,1383.0,0.0,40.0,200.0,0.0,247995.0,0.0,3110.12,0.0,0.0,0.0,0.0,175.34,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15757.0,2016/2017,Coonawarra,Diammonium phosphate,0,0,0,0,0,0,0,0,0,C,141,0,0,0,0,,4,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
872,1640.0,1555.4,8029.0,3799.0,0.0,259886.0,0.0,1640.0,0.0,0.0,0.0,0.0,84.6,1560.0,50.0,200.0,1440.0,0.0,3799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,50.0,1560.0,0.0,0.0,1464.1,0.0,39.9,136.0,0.0,258162.0,0.0,1724.0,0.0,0.0,0.0,0.0,0.0,62.43,22.17,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Coonawarra,Ammonium nitrate,0,0,0,0,0,0,0,0,0,B,141,0,0,0,0,,5,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
873,2053.0,1936.0,10542.08,4548.2,0.0,218315.0,0.0,1851.0,0.0,0.0,0.0,0.0,117.0,1774.0,50.0,110.0,1943.0,0.0,3846.0,0.0,0.0,0.0,0.0,702.2,0.0,117.0,0.0,0.0,2053.0,50.0,1774.0,0.0,0.0,1824.0,0.0,27.0,0.0,0.0,216776.0,0.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,44.0,0.0,0.0,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Coonawarra,0,0,0,0,0,0,0,0,0,0,C,141,0,0,0,0,,6,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
874,1934.0,1759.0,4962.0,4114.0,17.0,199738.57,0.0,2562.0,0.0,0.0,0.0,0.0,175.0,1545.0,243.0,101.0,1833.0,0.0,2850.0,0.0,0.0,0.0,0.0,1264.0,0.0,0.0,0.0,0.0,1934.0,243.0,1545.0,1788.0,0.0,1788.0,0.0,0.0,774.0,0.0,197559.0,0.0,2179.57,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,44.0,8000.0,800.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Coonawarra,0,0,0,0,0,0,0,0,0,0,A,141,4,9,3,1,,7,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
875,1735.0,1678.0,14056.69,4512.0,17.0,252508.1,0.0,2562.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,105.0,1630.0,0.0,3406.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,0.0,0.0,1937.9,0.0,0.0,1788.0,0.0,1788.0,0.0,0.0,774.0,0.0,250439.0,0.0,2069.1,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,44.0,8000.0,800.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,0.0,2020/2021,Coonawarra,0,0,0,0,0,0,0,0,0,0,A,141,4,9,3,1,,8,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
876,1855.1,1787.1,8129.0,2258.27,17.0,162712.07,0.0,2582.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,101.0,1754.1,0.0,1896.93,0.0,0.0,0.0,0.0,361.34,0.0,0.0,0.0,1855.1,0.0,0.0,0.0,1808.0,0.0,1808.0,0.0,0.0,774.0,0.0,161074.0,0.0,1638.07,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,44.0,12000.0,800.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,0.0,2021/2022,Coonawarra,0,0,0,0,0,0,0,0,0,0,B,141,4,9,3,1,,9,65.0,127.0,51.0,76.0,267.0,17.3,3.4,17.2,0.45
877,235.0,235.0,2095.0,625.345,0.0,37030.0,98116.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.345,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,7.0,0.0,35650.0,98116.0,1280.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Robe,0,0,0,0,0,0,0,0,0,0,,142,0,0,0,0,,0,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
878,249.0,249.0,716.0,207.9,0.0,29750.0,77596.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,55.0,185.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,28540.0,77596.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Robe,0,0,0,0,0,0,0,0,0,0,,142,0,0,0,0,,1,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
879,258.0,258.0,1408.0,293.0,0.0,41130.0,0.0,258.0,2930.0,0.0,4727.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,39880.0,0.0,1170.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,7657.68,2014/2015,Robe,Urea ammonium nitrate,0,0,0,0,0,0,0,0,0,,142,0,0,0,0,,2,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
880,261.0,236.8,1587.0,621.6,0.0,37100.0,0.0,261.0,33714.0,0.0,0.0,2000.0,24.2,261.0,0.0,66.5,194.5,0.0,621.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,261.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,36300.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.0,0.0,0.0,0.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,,,35714.0,2015/2016,Robe,Urea ammonium nitrate,0,0,0,0,Broiler litter,0,0,0,0,C,142,0,0,0,0,,3,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
881,259.0,259.0,1500.0,300.0,0.0,38535.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,69.0,190.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,37230.0,0.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Robe,0,0,0,0,0,0,0,0,0,0,C,142,0,0,0,0,,4,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
882,259.0,256.0,1750.0,451.0,0.0,32800.0,0.0,259.0,19116.0,0.0,0.0,0.0,3.0,259.0,0.0,75.0,184.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,32800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19116.0,2017/2018,Robe,0,0,0,0,0,0,0,0,0,0,C,142,0,0,0,0,,5,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
883,258.0,230.0,1439.0,455.0,0.0,33634.0,0.0,259.0,0.0,0.0,0.0,0.0,28.0,259.0,0.0,55.0,203.0,0.0,425.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,239.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,32950.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,43.0,0.0,0.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Robe,0,0,0,0,0,0,0,0,0,0,C,142,0,0,0,0,,6,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
884,257.0,190.0,438.0,484.0,14.0,30071.0,0.0,257.0,0.0,0.0,0.0,0.0,67.0,257.0,0.0,35.0,222.0,0.0,462.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,257.0,0.0,0.0,257.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,29300.0,0.0,771.0,0.0,0.0,0.0,0.0,3.0,12.0,52.0,0.0,44.0,0.0,0.0,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Robe,0,0,0,0,0,0,0,0,0,0,C,142,3,8,2,1,,7,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
885,259.0,207.0,1356.0,377.0,14.0,30720.0,0.0,259.0,0.0,0.0,0.0,0.0,52.0,259.0,0.0,35.0,224.0,0.0,367.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,30130.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,44.0,0.0,0.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2020/2021,Robe,0,0,0,0,0,0,0,0,0,0,C,142,3,7,2,2,,8,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
886,259.0,259.0,1120.0,521.0,14.0,30025.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,35.0,224.0,0.0,501.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,29777.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2021/2022,Robe,0,0,0,0,0,0,0,0,0,0,C,142,3,7,2,2,,9,6.0,68.0,0.0,68.0,223.0,17.0,0.2,15.5,0.47
887,375.0,375.0,5644.0,1766.0,0.0,58454.0,554102.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,21.0,12.0,0.0,57538.0,554102.0,810.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,0,,,,,,,,,
888,360.0,360.0,1340.0,1384.0,0.0,60726.0,455947.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,60152.0,455947.0,420.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,1,,,,,,,,,
889,360.0,360.0,5952.0,1783.0,0.0,51806.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,51346.0,0.0,400.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,2,,,,,,,,,
890,361.0,361.0,5552.0,2087.0,0.0,49455.45,0.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,247.9,113.1,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,49014.0,0.0,370.0,0.0,0.0,71.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,3,,,,,,,,,
891,361.0,361.0,6234.0,1646.7,0.0,53789.5,0.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,247.9,113.1,1646.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,53386.0,0.0,270.0,0.0,0.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,4,,,,,,,,,
892,361.0,361.0,5889.0,1601.9,0.0,49678.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,247.9,113.1,1601.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,49168.0,0.0,260.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,5,,,,,,,,,
893,361.0,361.0,4010.0,1876.0,0.0,40032.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,247.9,113.1,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,39832.0,0.0,140.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,0,0,0,0,,6,,,,,,,,,
894,361.61,361.61,5554.96,2035.7,20.0,46104.0,0.0,361.61,0.0,0.0,0.0,0.0,0.0,361.61,0.0,250.12,111.49,2035.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.61,0.0,361.61,0.0,0.0,361.61,0.0,0.0,0.0,0.0,45834.0,0.0,80.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,4,12,4,0,,7,,,,,,,,,
895,361.61,361.61,6084.77,1809.11,21.0,49189.8,0.0,361.61,0.0,0.0,0.0,0.0,0.0,361.61,0.0,250.12,111.49,1808.5,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,361.61,0.0,361.61,0.0,0.0,361.61,0.0,0.0,0.0,0.0,48984.0,0.0,0.0,0.0,0.0,205.8,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2020/2021,Big Rivers Zone Other,0,0,0,0,0,0,0,0,0,0,,143,4,13,4,0,,8,,,,,,,,,
896,590.5,590.5,13326.0,5073.0,0.0,55565.0,1906672.0,590.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.5,0.0,0.0,0.0,0.0,590.5,0.0,0.0,0.0,0.0,53965.0,1906672.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2012/2013,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,0,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
897,590.0,590.0,12600.0,5400.0,0.0,70930.0,1496225.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,69430.0,1496225.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2013/2014,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,1,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
898,591.11,591.11,14680.0,5103.0,0.0,74610.0,0.0,591.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.11,0.0,0.0,0.0,0.0,591.11,0.0,0.0,0.0,0.0,74610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2014/2015,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,2,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
899,591.11,591.11,15035.0,4742.0,0.0,50160.0,0.0,591.11,0.0,0.0,0.0,0.0,0.0,591.11,0.0,413.64,177.47,4742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.11,0.0,591.11,0.0,0.0,591.11,0.0,0.0,0.0,0.0,48860.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2015/2016,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,3,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
900,591.11,567.91,9963.65,4062.6,0.0,23700.0,0.0,591.11,0.0,0.0,0.0,0.0,23.2,591.11,0.0,407.04,184.07,4062.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.11,0.0,591.11,0.0,0.0,591.11,0.0,0.0,0.0,0.0,23700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2016/2017,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,4,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
901,590.6,590.6,12122.21,4649.4,0.0,1830.9,0.0,590.6,0.0,0.0,0.0,0.0,0.0,590.6,0.0,406.5,184.1,4649.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6,0.0,590.6,0.0,0.0,590.6,0.0,0.0,0.0,0.0,1830.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2017/2018,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,5,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
902,590.6,590.6,13095.0,5150.0,0.0,63998.0,0.0,590.6,0.0,0.0,0.0,0.0,0.0,590.6,0.0,406.5,184.1,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6,0.0,590.6,0.0,0.0,590.6,0.0,0.0,0.0,0.0,62198.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2018/2019,Murray Darling,0,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,,6,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
903,590.6,590.6,13057.64,3939.83,10.0,75967.0,0.0,590.6,0.0,0.0,0.0,0.0,0.0,590.6,0.0,406.27,184.33,3939.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6,0.0,590.6,0.0,0.0,590.6,0.0,0.0,0.0,0.0,74865.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2019/2020,Murray Darling,0,0,0,0,0,0,0,0,0,0,E,144,1,6,3,0,,7,60.0,134.0,19.0,115.0,165.0,21.9,0.1,16.5,0.14
